employee_id,skill_name,skill_level,date_uploaded
EMP0236,Power BI,Intermediate,2026-04-28
EMP0237,Recruitment,Beginner,2025-11-13
EMP0237,Leadership,Beginner,2025-10-11
EMP0237,Python,Intermediate,2025-12-29
EMP0237,Excel,Intermediate,2026-04-23
EMP0237,Machine Learning,Advanced,2025-10-16
EMP0237,Coaching,Beginner,2025-11-30
EMP0237,Stakeholder Management,Beginner,2026-01-08
EMP0238,Change Management,Advanced,2025-08-31
EMP0238,Power BI,Beginner,2026-03-21
EMP0238,Risk Management,Beginner,2025-11-09
EMP0238,Project Management,Beginner,2026-02-07
EMP0238,Tableau,Advanced,2025-12-11
EMP0238,Machine Learning,Advanced,2025-06-16
EMP0238,Leadership,Beginner,2025-12-17
EMP0239,Coaching,Beginner,2025-09-08
EMP0239,Change Management,Beginner,2025-11-04
EMP0239,Leadership,Intermediate,2026-05-07
EMP0240,Stakeholder Management,Beginner,2025-09-13
EMP0240,Excel,Intermediate,2025-06-13
EMP0240,Python,Intermediate,2025-10-15
EMP0240,Risk Management,Advanced,2026-04-24
EMP0241,Leadership,Advanced,2025-08-20
EMP0241,Machine Learning,Beginner,2025-10-27
EMP0241,Communication,Advanced,2026-04-01
EMP0241,Employment Law,Beginner,2026-01-08
EMP0241,Budgeting,Intermediate,2025-12-27
EMP0241,SQL,Intermediate,2025-06-13
EMP0241,Python,Advanced,2025-12-21
EMP0242,Risk Management,Beginner,2025-08-11
EMP0242,Stakeholder Management,Beginner,2026-03-19
EMP0242,Power BI,Beginner,2026-03-14
EMP0242,Python,Intermediate,2025-10-11
EMP0242,Leadership,Intermediate,2025-11-10
EMP0243,Tableau,Intermediate,2025-12-31
EMP0243,Recruitment,Intermediate,2026-01-22
EMP0243,SQL,Beginner,2026-04-21
EMP0244,Change Management,Intermediate,2026-03-23
EMP0244,Python,Beginner,2025-06-07
EMP0244,SQL,Beginner,2025-12-06
EMP0244,Budgeting,Intermediate,2025-09-17
EMP0245,Change Management,Beginner,2025-11-11
EMP0245,Stakeholder Management,Intermediate,2025-08-26
EMP0245,Project Management,Advanced,2025-08-29
EMP0246,Leadership,Beginner,2026-04-05
EMP0246,Risk Management,Beginner,2026-05-06
EMP0246,Tableau,Beginner,2026-04-01
EMP0246,Coaching,Beginner,2025-11-13
EMP0247,Excel,Beginner,2025-07-11
EMP0247,Stakeholder Management,Intermediate,2026-04-02
EMP0247,Tableau,Beginner,2025-12-19
EMP0247,Data Analysis,Beginner,2026-05-16
EMP0247,Python,Intermediate,2026-05-12
EMP0248,Budgeting,Intermediate,2025-06-22
EMP0248,Coaching,Intermediate,2026-03-10
EMP0248,Agile,Intermediate,2026-02-17
EMP0248,Data Analysis,Beginner,2026-01-17
EMP0249,Risk Management,Advanced,2026-02-01
EMP0249,Communication,Advanced,2026-01-06
EMP0249,Python,Intermediate,2025-11-08
EMP0249,Change Management,Advanced,2025-10-04
EMP0249,Tableau,Beginner,2026-04-23
EMP0250,Coaching,Advanced,2026-01-30
EMP0250,Communication,Advanced,2025-09-01
EMP0250,Budgeting,Beginner,2025-11-23
EMP0250,Leadership,Advanced,2025-12-05
EMP0250,Employment Law,Intermediate,2025-09-01
EMP0251,Recruitment,Beginner,2025-12-25
EMP0251,Machine Learning,Advanced,2026-02-14
EMP0251,Employment Law,Beginner,2026-01-14
EMP0251,SQL,Beginner,2025-10-08
EMP0251,Communication,Advanced,2025-12-05
EMP0251,Excel,Advanced,2026-02-07
EMP0252,Leadership,Advanced,2026-05-09
EMP0252,Power BI,Beginner,2025-08-16
EMP0252,Machine Learning,Intermediate,2025-12-07
EMP0252,Communication,Beginner,2026-03-08
EMP0253,Employment Law,Advanced,2025-12-08
EMP0253,Recruitment,Advanced,2025-08-22
EMP0253,Data Analysis,Beginner,2025-08-22
EMP0253,Machine Learning,Beginner,2025-09-27
EMP0254,Change Management,Advanced,2026-02-14
EMP0254,Project Management,Beginner,2025-09-10
EMP0254,Agile,Intermediate,2026-06-06
EMP0254,Data Analysis,Intermediate,2025-07-27
EMP0254,Python,Beginner,2026-04-01
EMP0254,Risk Management,Intermediate,2026-03-08
EMP0254,Leadership,Intermediate,2026-05-07
EMP0255,Communication,Advanced,2025-12-02
EMP0255,Tableau,Beginner,2025-11-27
EMP0255,Leadership,Advanced,2025-07-02
EMP0256,Leadership,Advanced,2025-10-26
EMP0256,Employment Law,Advanced,2025-09-30
EMP0256,Change Management,Advanced,2025-12-26
EMP0256,Project Management,Beginner,2025-06-09
EMP0256,Excel,Advanced,2025-06-16
EMP0256,Budgeting,Advanced,2025-12-06
EMP0257,Project Management,Advanced,2026-01-07
EMP0257,Coaching,Beginner,2026-03-08
EMP0257,Change Management,Advanced,2026-06-06
EMP0257,Recruitment,Advanced,2025-08-17
EMP0258,Python,Beginner,2025-07-14
EMP0258,Project Management,Advanced,2026-04-14
EMP0258,Employment Law,Intermediate,2026-03-26
EMP0258,Risk Management,Intermediate,2026-04-28
EMP0258,Coaching,Beginner,2025-12-11
EMP0258,Change Management,Intermediate,2026-03-13
EMP0259,Employment Law,Intermediate,2026-02-19
EMP0259,Risk Management,Beginner,2025-06-17
EMP0259,Data Analysis,Beginner,2025-12-09
EMP0260,Leadership,Advanced,2025-11-04
EMP0260,Data Analysis,Beginner,2025-11-07
EMP0260,Python,Intermediate,2025-11-25
EMP0260,SQL,Intermediate,2025-08-31
EMP0260,Power BI,Intermediate,2026-04-16
EMP0261,Power BI,Intermediate,2026-05-27
EMP0261,Project Management,Intermediate,2026-01-24
EMP0261,Risk Management,Beginner,2026-04-30
EMP0261,Python,Intermediate,2026-03-11
EMP0261,Coaching,Intermediate,2026-03-16
EMP0261,Data Analysis,Advanced,2026-04-29
EMP0262,Excel,Beginner,2025-07-31
EMP0262,Employment Law,Intermediate,2026-03-18
EMP0262,Agile,Beginner,2026-04-16
EMP0262,Recruitment,Intermediate,2026-02-21
EMP0262,Data Analysis,Beginner,2025-11-09
EMP0262,SQL,Advanced,2025-08-27
EMP0262,Machine Learning,Advanced,2025-09-03
EMP0263,Change Management,Intermediate,2025-08-18
EMP0263,Tableau,Advanced,2025-09-28
EMP0263,Power BI,Beginner,2026-05-10
EMP0263,Python,Intermediate,2026-06-05
EMP0263,Data Analysis,Intermediate,2026-04-23
EMP0264,Agile,Beginner,2025-07-15
EMP0264,SQL,Intermediate,2026-04-26
EMP0264,Leadership,Intermediate,2026-04-08
EMP0264,Data Analysis,Intermediate,2025-11-15
EMP0264,Tableau,Intermediate,2025-09-29
EMP0265,Excel,Intermediate,2026-03-03
EMP0265,Coaching,Intermediate,2026-05-15
EMP0265,Project Management,Intermediate,2025-10-24
EMP0265,Agile,Intermediate,2026-01-23
EMP0265,SQL,Beginner,2026-01-20
EMP0266,Python,Intermediate,2025-08-09
EMP0266,Communication,Beginner,2025-08-27
EMP0266,Leadership,Beginner,2025-11-20
EMP0266,Tableau,Advanced,2025-11-04
EMP0266,Employment Law,Advanced,2025-06-20
EMP0266,Project Management,Intermediate,2025-08-17
EMP0266,Stakeholder Management,Beginner,2025-10-06
EMP0267,Excel,Advanced,2025-08-18
EMP0267,Coaching,Advanced,2025-07-24
EMP0267,Python,Beginner,2026-04-06
EMP0267,Stakeholder Management,Intermediate,2026-03-10
EMP0267,Change Management,Beginner,2026-02-18
EMP0268,Communication,Advanced,2025-10-27
EMP0268,Python,Beginner,2025-07-20
EMP0268,Budgeting,Beginner,2025-08-06
EMP0268,Machine Learning,Intermediate,2025-12-25
EMP0269,Excel,Advanced,2025-12-22
EMP0269,Coaching,Intermediate,2025-09-13
EMP0269,Machine Learning,Intermediate,2026-05-31
EMP0270,Machine Learning,Advanced,2025-08-12
EMP0270,Budgeting,Beginner,2026-04-13
EMP0270,Leadership,Advanced,2026-04-16
EMP0270,SQL,Intermediate,2025-09-05
EMP0270,Excel,Intermediate,2025-11-08
EMP0270,Tableau,Intermediate,2025-11-22
EMP0270,Change Management,Advanced,2025-10-01
EMP0271,Agile,Advanced,2025-06-23
EMP0271,Python,Advanced,2025-11-13
EMP0271,Project Management,Beginner,2025-11-16
EMP0271,Communication,Intermediate,2025-06-18
EMP0271,SQL,Beginner,2026-05-12
EMP0271,Excel,Advanced,2025-10-06
EMP0271,Change Management,Intermediate,2025-11-28
EMP0272,Employment Law,Intermediate,2025-09-28
EMP0272,Change Management,Advanced,2025-06-21
EMP0272,Machine Learning,Beginner,2026-02-10
EMP0273,Change Management,Advanced,2025-11-05
EMP0273,Risk Management,Advanced,2025-07-11
EMP0273,Employment Law,Beginner,2026-03-02
EMP0273,Communication,Intermediate,2026-02-18
EMP0274,Agile,Beginner,2026-05-04
EMP0274,Machine Learning,Intermediate,2025-06-08
EMP0274,Recruitment,Advanced,2025-11-12
EMP0274,Budgeting,Beginner,2025-09-11
EMP0274,Data Analysis,Advanced,2026-05-23
EMP0274,Stakeholder Management,Beginner,2026-02-28
EMP0275,Python,Beginner,2025-12-04
EMP0275,Power BI,Advanced,2026-02-25
EMP0275,Tableau,Intermediate,2025-11-30
EMP0275,Machine Learning,Intermediate,2025-09-21
EMP0276,Leadership,Intermediate,2026-03-08
EMP0276,Data Analysis,Intermediate,2025-08-10
EMP0276,Power BI,Advanced,2025-12-09
EMP0276,Project Management,Intermediate,2026-03-15
EMP0276,Agile,Intermediate,2025-06-19
EMP0276,Change Management,Beginner,2026-01-12
EMP0277,Coaching,Advanced,2026-02-17
EMP0277,Python,Beginner,2025-07-10
EMP0277,Project Management,Beginner,2025-06-25
EMP0278,Stakeholder Management,Advanced,2026-06-02
EMP0278,Budgeting,Intermediate,2026-03-31
EMP0278,Data Analysis,Advanced,2026-03-10
EMP0278,Machine Learning,Advanced,2026-06-02
EMP0279,Stakeholder Management,Intermediate,2025-12-10
EMP0279,Change Management,Intermediate,2026-01-28
EMP0279,Tableau,Beginner,2025-10-11
EMP0279,SQL,Intermediate,2025-06-25
EMP0280,Coaching,Advanced,2025-08-06
EMP0280,Leadership,Advanced,2026-01-13
EMP0280,Data Analysis,Intermediate,2025-06-21
EMP0280,Stakeholder Management,Beginner,2025-10-03
EMP0280,Employment Law,Beginner,2025-12-16
EMP0280,Project Management,Intermediate,2025-07-14
EMP0280,Risk Management,Intermediate,2026-01-16
EMP0281,Change Management,Beginner,2026-05-08
EMP0281,SQL,Advanced,2025-11-12
EMP0281,Communication,Advanced,2025-12-25
EMP0281,Stakeholder Management,Advanced,2026-03-27
EMP0281,Coaching,Advanced,2026-05-24
EMP0282,Change Management,Beginner,2025-08-12
EMP0282,Stakeholder Management,Advanced,2025-08-18
EMP0282,Budgeting,Beginner,2025-12-13
EMP0282,SQL,Advanced,2025-06-06
EMP0282,Risk Management,Beginner,2025-06-20
EMP0282,Recruitment,Advanced,2025-07-15
EMP0283,Recruitment,Advanced,2026-03-06
EMP0283,Machine Learning,Intermediate,2026-04-18
EMP0283,Change Management,Intermediate,2026-04-02
EMP0283,Budgeting,Advanced,2026-01-25
EMP0283,Excel,Advanced,2025-08-24
EMP0283,Employment Law,Beginner,2025-06-23
EMP0284,Excel,Intermediate,2025-11-03
EMP0284,Power BI,Intermediate,2025-11-28
EMP0284,Recruitment,Intermediate,2025-08-11
EMP0284,Leadership,Intermediate,2025-10-12
EMP0284,Agile,Beginner,2025-10-09
EMP0285,Excel,Advanced,2026-04-06
EMP0285,Agile,Advanced,2025-11-23
EMP0285,SQL,Advanced,2026-01-05
EMP0286,Python,Advanced,2025-10-15
EMP0286,Communication,Beginner,2025-12-27
EMP0286,Machine Learning,Advanced,2026-03-06
EMP0286,Leadership,Beginner,2025-09-30
EMP0286,Project Management,Intermediate,2025-07-18
EMP0286,SQL,Beginner,2025-12-28
EMP0287,Data Analysis,Beginner,2026-03-12
EMP0287,Risk Management,Advanced,2026-03-17
EMP0287,Stakeholder Management,Intermediate,2026-04-22
EMP0288,Budgeting,Intermediate,2025-11-22
EMP0288,Tableau,Beginner,2026-05-18
EMP0288,Coaching,Advanced,2026-02-24
EMP0288,SQL,Advanced,2025-11-27
EMP0289,Employment Law,Beginner,2025-06-25
EMP0289,Machine Learning,Beginner,2025-07-21
EMP0289,SQL,Advanced,2026-01-30
EMP0290,Recruitment,Intermediate,2025-09-22
EMP0290,Change Management,Advanced,2026-01-01
EMP0290,Communication,Beginner,2026-05-04
EMP0290,Python,Beginner,2026-01-05
EMP0291,Risk Management,Beginner,2025-12-13
EMP0291,Machine Learning,Intermediate,2025-12-05
EMP0291,Employment Law,Beginner,2026-03-14
EMP0291,SQL,Intermediate,2026-05-28
EMP0291,Agile,Beginner,2026-02-12
EMP0292,SQL,Intermediate,2025-06-07
EMP0292,Data Analysis,Advanced,2026-05-18
EMP0292,Project Management,Intermediate,2025-07-14
EMP0292,Python,Intermediate,2025-09-06
EMP0293,Python,Advanced,2026-04-08
EMP0293,Tableau,Intermediate,2025-10-22
EMP0293,Leadership,Intermediate,2026-04-04
EMP0293,Employment Law,Advanced,2026-01-28
EMP0293,Budgeting,Intermediate,2025-06-12
EMP0293,Data Analysis,Beginner,2026-02-21
EMP0293,Coaching,Advanced,2025-06-20
EMP0294,Change Management,Advanced,2025-09-13
EMP0294,Budgeting,Intermediate,2025-07-23
EMP0294,Leadership,Advanced,2025-06-13
EMP0295,Budgeting,Beginner,2026-04-13
EMP0295,Leadership,Intermediate,2026-02-25
EMP0295,Machine Learning,Advanced,2026-02-24
EMP0295,Communication,Intermediate,2025-09-12
EMP0296,Recruitment,Beginner,2025-08-30
EMP0296,Budgeting,Intermediate,2026-02-20
EMP0296,Change Management,Advanced,2025-10-03
EMP0296,Excel,Intermediate,2026-02-06
EMP0297,Data Analysis,Advanced,2025-06-29
EMP0297,Excel,Intermediate,2026-03-22
EMP0297,Leadership,Beginner,2025-09-18
EMP0298,Leadership,Intermediate,2026-01-06
EMP0298,Stakeholder Management,Intermediate,2025-10-12
EMP0298,Power BI,Beginner,2026-04-16
EMP0299,Python,Advanced,2025-12-28
EMP0299,Change Management,Intermediate,2026-04-08
EMP0299,Recruitment,Beginner,2026-05-14
EMP0299,Coaching,Beginner,2026-03-28
EMP0300,Employment Law,Intermediate,2026-04-20
EMP0300,Recruitment,Intermediate,2025-12-13
EMP0300,Risk Management,Beginner,2026-04-09
EMP0300,Change Management,Intermediate,2025-11-14
EMP0301,Stakeholder Management,Beginner,2026-04-10
EMP0301,Coaching,Beginner,2025-06-15
EMP0301,Agile,Advanced,2026-05-07
EMP0301,Machine Learning,Beginner,2026-04-14
EMP0301,SQL,Intermediate,2025-08-08
EMP0301,Employment Law,Intermediate,2025-08-19
EMP0302,Project Management,Advanced,2026-04-01
EMP0302,Coaching,Intermediate,2025-09-30
EMP0302,Recruitment,Beginner,2025-11-08
EMP0302,Change Management,Intermediate,2026-05-14
EMP0302,Data Analysis,Beginner,2026-01-24
EMP0302,Employment Law,Advanced,2025-12-28
EMP0303,Machine Learning,Advanced,2025-09-12
EMP0303,Power BI,Advanced,2025-06-13
EMP0303,Employment Law,Advanced,2026-04-19
EMP0304,Power BI,Intermediate,2026-03-22
EMP0304,Agile,Advanced,2025-07-28
EMP0304,Recruitment,Beginner,2026-06-01
EMP0304,Employment Law,Advanced,2026-03-18
EMP0304,Risk Management,Advanced,2025-10-09
EMP0304,Budgeting,Intermediate,2026-03-14
EMP0305,Agile,Intermediate,2026-01-15
EMP0305,Employment Law,Beginner,2025-09-20
EMP0305,Power BI,Beginner,2025-08-29
EMP0306,Coaching,Advanced,2025-10-20
EMP0306,Power BI,Beginner,2025-09-24
EMP0306,Excel,Intermediate,2025-12-27
EMP0306,Machine Learning,Beginner,2025-09-25
EMP0306,Risk Management,Advanced,2025-07-07
EMP0306,Tableau,Beginner,2026-04-15
EMP0307,Budgeting,Advanced,2025-07-25
EMP0307,Python,Advanced,2026-01-02
EMP0307,Data Analysis,Advanced,2025-08-23
EMP0307,Tableau,Beginner,2025-07-06
EMP0307,Machine Learning,Advanced,2025-10-16
EMP0307,Coaching,Intermediate,2025-12-02
EMP0308,Power BI,Advanced,2025-07-24
EMP0308,Risk Management,Advanced,2025-10-07
EMP0308,Employment Law,Advanced,2025-07-05
EMP0309,Risk Management,Beginner,2026-06-05
EMP0309,Leadership,Intermediate,2025-12-07
EMP0309,Machine Learning,Advanced,2026-01-08
EMP0309,Coaching,Advanced,2025-09-12
EMP0309,Employment Law,Intermediate,2025-06-12
EMP0310,Python,Beginner,2025-11-09
EMP0310,Project Management,Beginner,2026-01-27
EMP0310,Agile,Advanced,2026-02-26
EMP0311,Leadership,Beginner,2025-12-15
EMP0311,Coaching,Beginner,2025-11-06
EMP0311,SQL,Beginner,2025-07-17
EMP0311,Power BI,Advanced,2025-08-09
EMP0312,Risk Management,Intermediate,2026-06-04
EMP0312,Tableau,Advanced,2026-05-13
EMP0312,Communication,Advanced,2025-10-28
EMP0313,Agile,Beginner,2026-04-14
EMP0313,Machine Learning,Intermediate,2025-07-05
EMP0313,Project Management,Advanced,2025-07-31
EMP0313,Recruitment,Intermediate,2025-09-21
EMP0313,Change Management,Intermediate,2025-11-04
EMP0313,Excel,Advanced,2025-06-17
EMP0313,Risk Management,Beginner,2026-01-17
EMP0314,Employment Law,Intermediate,2025-08-02
EMP0314,Change Management,Advanced,2025-09-17
EMP0314,Risk Management,Intermediate,2025-06-12
EMP0314,Coaching,Advanced,2025-12-28
EMP0314,Excel,Advanced,2025-08-27
EMP0314,Budgeting,Advanced,2026-02-15
EMP0315,SQL,Advanced,2026-03-31
EMP0315,Change Management,Advanced,2025-07-09
EMP0315,Recruitment,Beginner,2025-09-22
EMP0315,Risk Management,Advanced,2025-06-16
EMP0316,Leadership,Advanced,2025-06-08
EMP0316,Recruitment,Intermediate,2025-06-26
EMP0316,Agile,Advanced,2025-09-06
EMP0316,Change Management,Intermediate,2025-11-02
EMP0316,Risk Management,Beginner,2025-09-12
EMP0317,Data Analysis,Beginner,2025-06-28
EMP0317,Coaching,Beginner,2026-02-24
EMP0317,Communication,Intermediate,2026-03-16
EMP0318,Stakeholder Management,Intermediate,2026-02-22
EMP0318,Communication,Advanced,2026-05-21
EMP0318,Python,Intermediate,2025-10-18
EMP0318,Recruitment,Beginner,2025-07-26
EMP0318,Coaching,Advanced,2025-08-23
EMP0319,Tableau,Advanced,2026-01-10
EMP0319,Coaching,Advanced,2025-07-01
EMP0319,Power BI,Beginner,2025-11-23
EMP0319,Stakeholder Management,Intermediate,2025-11-05
EMP0320,Tableau,Beginner,2025-07-24
EMP0320,Python,Intermediate,2026-02-11
EMP0320,Data Analysis,Advanced,2025-06-11
EMP0320,Recruitment,Advanced,2025-07-10
EMP0320,Communication,Intermediate,2025-08-09
EMP0321,SQL,Beginner,2026-03-10
EMP0321,Tableau,Advanced,2025-09-16
EMP0321,Change Management,Beginner,2025-11-25
EMP0321,Power BI,Beginner,2025-10-30
EMP0321,Excel,Intermediate,2025-08-26
EMP0321,Employment Law,Intermediate,2026-04-01
EMP0321,Python,Beginner,2025-08-11
EMP0322,Data Analysis,Beginner,2026-03-20
EMP0322,Employment Law,Intermediate,2025-08-05
EMP0322,Risk Management,Beginner,2025-07-21
EMP0322,Recruitment,Advanced,2025-07-03
EMP0322,Excel,Intermediate,2025-09-28
EMP0323,Tableau,Beginner,2026-03-04
EMP0323,Recruitment,Advanced,2026-05-03
EMP0323,Excel,Advanced,2026-03-17
EMP0323,Coaching,Intermediate,2025-09-01
EMP0323,Machine Learning,Advanced,2025-11-12
EMP0323,Project Management,Beginner,2025-12-10
EMP0323,Stakeholder Management,Beginner,2026-02-17
EMP0324,Employment Law,Advanced,2025-09-08
EMP0324,Recruitment,Intermediate,2025-08-23
EMP0324,Change Management,Advanced,2026-06-02
EMP0324,Leadership,Beginner,2025-06-29
EMP0324,Coaching,Intermediate,2025-10-21
EMP0325,Power BI,Beginner,2025-11-21
EMP0325,Python,Intermediate,2025-09-03
EMP0325,Employment Law,Advanced,2026-01-13
EMP0325,SQL,Beginner,2025-09-15
EMP0326,Machine Learning,Intermediate,2025-07-08
EMP0326,Tableau,Beginner,2025-12-24
EMP0326,Risk Management,Advanced,2026-04-25
EMP0326,Power BI,Beginner,2026-03-13
EMP0326,Data Analysis,Advanced,2025-09-06
EMP0327,Excel,Advanced,2025-11-01
EMP0327,SQL,Beginner,2026-02-21
EMP0327,Machine Learning,Advanced,2025-06-12
EMP0328,Excel,Beginner,2026-04-23
EMP0328,Communication,Beginner,2026-05-10
EMP0328,Data Analysis,Beginner,2026-01-29
EMP0328,Power BI,Advanced,2026-05-01
EMP0328,Recruitment,Advanced,2026-02-10
EMP0328,Project Management,Intermediate,2025-11-10
EMP0329,Risk Management,Advanced,2026-04-07
EMP0329,Coaching,Advanced,2026-06-03
EMP0329,Budgeting,Advanced,2025-07-25
EMP0329,Project Management,Beginner,2025-08-11
EMP0329,Data Analysis,Beginner,2025-06-13
EMP0329,SQL,Beginner,2025-12-05
EMP0330,Leadership,Intermediate,2025-11-16
EMP0330,Change Management,Advanced,2026-05-22
EMP0330,Machine Learning,Intermediate,2026-03-18
EMP0330,Agile,Advanced,2026-02-14
EMP0330,Python,Beginner,2025-11-18
EMP0330,Communication,Advanced,2026-01-06
EMP0330,Power BI,Advanced,2026-03-25
EMP0331,Recruitment,Beginner,2025-08-17
EMP0331,Data Analysis,Advanced,2025-11-17
EMP0331,Communication,Advanced,2025-08-30
EMP0331,Python,Beginner,2026-01-01
EMP0331,Machine Learning,Beginner,2025-12-12
EMP0332,Budgeting,Beginner,2026-02-13
EMP0332,Machine Learning,Advanced,2026-01-28
EMP0332,Communication,Beginner,2026-04-09
EMP0332,Excel,Beginner,2025-06-28
EMP0333,Python,Beginner,2026-02-25
EMP0333,Risk Management,Advanced,2025-08-13
EMP0333,Excel,Intermediate,2025-12-19
EMP0333,Communication,Intermediate,2026-04-02
EMP0333,Employment Law,Advanced,2025-07-06
EMP0333,Tableau,Beginner,2026-04-16
EMP0333,Machine Learning,Intermediate,2025-07-24
EMP0334,SQL,Intermediate,2025-12-20
EMP0334,Employment Law,Advanced,2025-07-04
EMP0334,Agile,Intermediate,2025-06-16
EMP0335,Communication,Beginner,2026-02-13
EMP0335,Recruitment,Advanced,2025-07-13
EMP0335,Employment Law,Intermediate,2026-01-16
EMP0335,SQL,Intermediate,2026-03-30
EMP0335,Excel,Advanced,2025-12-19
EMP0335,Data Analysis,Intermediate,2025-10-13
EMP0335,Project Management,Intermediate,2025-12-05
EMP0336,Agile,Beginner,2026-01-14
EMP0336,Leadership,Beginner,2025-09-04
EMP0336,Project Management,Beginner,2026-01-23
EMP0336,Employment Law,Advanced,2025-07-21
EMP0336,Change Management,Beginner,2026-04-29
EMP0337,Machine Learning,Advanced,2026-02-18
EMP0337,Data Analysis,Beginner,2025-08-28
EMP0337,Coaching,Intermediate,2025-09-01
EMP0338,Agile,Advanced,2026-01-09
EMP0338,Communication,Beginner,2025-10-12
EMP0338,Recruitment,Advanced,2025-09-18
EMP0338,SQL,Beginner,2025-11-15
EMP0338,Leadership,Intermediate,2025-09-22
EMP0338,Coaching,Beginner,2025-07-02
EMP0338,Change Management,Beginner,2025-07-27
EMP0339,Machine Learning,Beginner,2025-08-21
EMP0339,Communication,Advanced,2025-07-04
EMP0339,Risk Management,Beginner,2025-10-02
EMP0339,Excel,Intermediate,2026-05-17
EMP0340,Agile,Intermediate,2026-02-07
EMP0340,Power BI,Beginner,2025-06-29
EMP0340,Excel,Beginner,2025-09-14
EMP0340,Communication,Intermediate,2025-11-20
EMP0341,Risk Management,Advanced,2025-09-13
EMP0341,Python,Advanced,2026-01-17
EMP0341,Machine Learning,Advanced,2026-01-23
EMP0341,Employment Law,Advanced,2025-09-01
EMP0341,Project Management,Advanced,2026-03-09
EMP0341,Agile,Intermediate,2025-07-07
EMP0342,Recruitment,Intermediate,2025-12-08
EMP0342,Excel,Intermediate,2025-09-30
EMP0342,Stakeholder Management,Intermediate,2025-08-01
EMP0342,SQL,Beginner,2025-09-23
EMP0342,Leadership,Beginner,2025-10-24
EMP0342,Agile,Beginner,2026-02-09
EMP0343,Machine Learning,Beginner,2026-03-03
EMP0343,Stakeholder Management,Beginner,2025-12-03
EMP0343,SQL,Advanced,2026-04-07
EMP0344,Budgeting,Advanced,2025-10-04
EMP0344,Employment Law,Intermediate,2026-02-19
EMP0344,Leadership,Advanced,2026-03-16
EMP0344,Power BI,Advanced,2025-11-08
EMP0345,Power BI,Advanced,2025-08-07
EMP0345,Python,Beginner,2026-03-30
EMP0345,Communication,Advanced,2025-09-17
EMP0346,Communication,Intermediate,2026-03-06
EMP0346,Python,Advanced,2025-11-11
EMP0346,Project Management,Advanced,2025-08-22
EMP0347,Change Management,Intermediate,2025-07-31
EMP0347,Excel,Intermediate,2025-10-03
EMP0347,SQL,Beginner,2026-02-14
EMP0348,Communication,Intermediate,2025-10-17
EMP0348,Project Management,Advanced,2025-08-08
EMP0348,Stakeholder Management,Beginner,2026-02-09
EMP0348,Excel,Intermediate,2025-11-21
EMP0348,Recruitment,Beginner,2026-04-12
EMP0348,Employment Law,Beginner,2026-02-23
EMP0349,Machine Learning,Advanced,2025-08-03
EMP0349,Budgeting,Beginner,2025-09-07
EMP0349,Communication,Advanced,2026-04-07
EMP0349,Change Management,Beginner,2025-10-03
EMP0349,Python,Advanced,2026-04-01
EMP0349,Excel,Advanced,2025-09-03
EMP0349,Power BI,Beginner,2025-06-24
EMP0350,Machine Learning,Advanced,2025-10-30
EMP0350,Budgeting,Beginner,2025-10-03
EMP0350,Recruitment,Intermediate,2025-12-09
EMP0350,Tableau,Advanced,2025-06-15
EMP0350,Data Analysis,Advanced,2026-04-17
EMP0350,Agile,Intermediate,2026-03-30
EMP0351,Agile,Advanced,2025-11-09
EMP0351,Power BI,Intermediate,2026-03-02
EMP0351,Excel,Beginner,2025-06-08
EMP0351,Communication,Advanced,2026-06-03
EMP0351,Change Management,Advanced,2025-09-12
EMP0352,Machine Learning,Advanced,2026-02-21
EMP0352,Data Analysis,Advanced,2025-12-27
EMP0352,Coaching,Intermediate,2025-12-03
EMP0353,Communication,Intermediate,2025-09-05
EMP0353,Budgeting,Intermediate,2025-08-21
EMP0353,Stakeholder Management,Intermediate,2025-07-28
EMP0354,Coaching,Advanced,2025-10-02
EMP0354,SQL,Beginner,2025-11-29
EMP0354,Budgeting,Advanced,2025-08-26
EMP0354,Stakeholder Management,Intermediate,2026-01-28
EMP0354,Tableau,Intermediate,2025-08-15
EMP0355,Coaching,Intermediate,2025-06-13
EMP0355,Communication,Beginner,2026-04-16
EMP0355,Leadership,Beginner,2025-09-19
EMP0355,Recruitment,Intermediate,2025-12-15
EMP0355,Agile,Advanced,2025-07-27
EMP0356,Project Management,Beginner,2026-03-24
EMP0356,Coaching,Intermediate,2025-08-03
EMP0356,Data Analysis,Intermediate,2026-04-22
EMP0357,Stakeholder Management,Beginner,2025-07-30
EMP0357,Power BI,Beginner,2025-11-22
EMP0357,Recruitment,Intermediate,2025-07-27
EMP0358,Change Management,Beginner,2025-07-05
EMP0358,Python,Advanced,2026-01-11
EMP0358,Project Management,Beginner,2026-05-20
EMP0358,Employment Law,Advanced,2025-09-18
EMP0358,Power BI,Advanced,2025-06-14
EMP0358,Budgeting,Beginner,2025-07-27
EMP0358,Data Analysis,Beginner,2025-06-26
EMP0359,Recruitment,Beginner,2026-04-23
EMP0359,Power BI,Intermediate,2025-11-14
EMP0359,Data Analysis,Intermediate,2025-06-29
EMP0360,Coaching,Beginner,2025-08-29
EMP0360,SQL,Intermediate,2025-08-24
EMP0360,Data Analysis,Advanced,2025-12-10
EMP0360,Recruitment,Intermediate,2026-01-16
EMP0360,Risk Management,Beginner,2025-07-31
EMP0360,Python,Beginner,2025-10-17
EMP0361,Data Analysis,Advanced,2026-04-30
